,conm,type,cik,date,path
3987,First Bank & Trust,13F-HR,1692632,2020-08-05,https://www.sec.gov/Archives/edgar/data/1692632/0001692632-20-000003-index.htm
3988,First Choice Bancorp,10-Q,1716697,2020-08-10,https://www.sec.gov/Archives/edgar/data/1716697/0001716697-20-000006-index.htm
3989,First Citizens Financial Corp,13F-HR,1800597,2020-07-30,https://www.sec.gov/Archives/edgar/data/1800597/0001800597-20-000003-index.htm
3990,"First City Capital Management, Inc.",13F-HR,1427350,2020-08-14,https://www.sec.gov/Archives/edgar/data/1427350/0001427350-20-000004-index.htm
3991,"First Command Advisory Services, Inc.",13F-HR,1727336,2020-07-17,https://www.sec.gov/Archives/edgar/data/1727336/0001727336-20-000006-index.htm
3992,First Command Bank,13F-HR,1693750,2020-07-17,https://www.sec.gov/Archives/edgar/data/1693750/0001693750-20-000003-index.htm
3993,"First Command Financial Services, Inc.",13F-HR,1693789,2020-07-17,https://www.sec.gov/Archives/edgar/data/1693789/0001693789-20-000007-index.htm
3994,"First Eagle Alternative Capital BDC, Inc.",10-Q,1464963,2020-08-06,https://www.sec.gov/Archives/edgar/data/1464963/0001564590-20-037898-index.htm
3995,"First Eagle Investment Management, LLC",13F-HR,1325447,2020-08-10,https://www.sec.gov/Archives/edgar/data/1325447/0001325447-20-000024-index.htm
3996,"First Fiduciary Investment Counsel, Inc.",13F-HR,1072843,2020-08-10,https://www.sec.gov/Archives/edgar/data/1072843/0001072843-20-000004-index.htm
3997,First Financial Bank - Trust Division,13F-HR,1315339,2020-07-02,https://www.sec.gov/Archives/edgar/data/1315339/0001315339-20-000003-index.htm
3998,"First Financial Northwest, Inc.",10-Q,1401564,2020-08-10,https://www.sec.gov/Archives/edgar/data/1401564/0000939057-20-000320-index.htm
3999,"First Foods Group, Inc.",10-Q,1648903,2020-08-13,https://www.sec.gov/Archives/edgar/data/1648903/0001477932-20-004809-index.htm
4000,First Foundation Inc.,10-Q,1413837,2020-08-10,https://www.sec.gov/Archives/edgar/data/1413837/0001558370-20-010000-index.htm
4001,"First Guaranty Bancshares, Inc.",10-Q,1408534,2020-08-10,https://www.sec.gov/Archives/edgar/data/1408534/0001408534-20-000039-index.htm
4002,"First Heartland Consultants, Inc.",13F-HR,1428793,2020-07-16,https://www.sec.gov/Archives/edgar/data/1428793/0001214659-20-006339-index.htm
4003,"First Horizon Advisors, Inc.",13F-HR,1588539,2020-07-31,https://www.sec.gov/Archives/edgar/data/1588539/0001588539-20-000004-index.htm
4004,First Internet Bancorp,10-Q,1562463,2020-08-06,https://www.sec.gov/Archives/edgar/data/1562463/0001562463-20-000079-index.htm
4005,"First Light Asset Management, LLC",13F-HR,1600004,2020-08-14,https://www.sec.gov/Archives/edgar/data/1600004/0001387131-20-007548-index.htm
4006,"First Long Island Investors, LLC",13F-HR,1490429,2020-08-13,https://www.sec.gov/Archives/edgar/data/1490429/0001490429-20-000003-index.htm
4007,"First National Bank of Mount Dora, Trust Investment Services",13F-HR,1423045,2020-07-08,https://www.sec.gov/Archives/edgar/data/1423045/0001423045-20-000004-index.htm
4008,First National Bank of South Miami,13F-HR,1739878,2020-08-14,https://www.sec.gov/Archives/edgar/data/1739878/0001739878-20-000004-index.htm
4009,First Northwest Bancorp,10-Q,1556727,2020-08-10,https://www.sec.gov/Archives/edgar/data/1556727/0001437749-20-017359-index.htm
4010,First PREMIER Bank,13F-HR,1653926,2020-07-07,https://www.sec.gov/Archives/edgar/data/1653926/0001653926-20-000003-index.htm
4011,"First Pacific Advisors, LP",13F-HR,1377581,2020-08-11,https://www.sec.gov/Archives/edgar/data/1377581/0001377581-20-000013-index.htm
4012,First Personal Financial Services,13F-HR,1633869,2020-08-03,https://www.sec.gov/Archives/edgar/data/1633869/0001633869-20-000003-index.htm
4013,"First Reserve GP XI, Inc.",13F-HR,1477477,2020-08-14,https://www.sec.gov/Archives/edgar/data/1477477/0001172661-20-001720-index.htm
4014,First Reserve GP XII Ltd,13F-HR,1544731,2020-08-14,https://www.sec.gov/Archives/edgar/data/1544731/0001172661-20-001722-index.htm
4015,First Reserve GP XIII Ltd,13F-HR,1706604,2020-08-14,https://www.sec.gov/Archives/edgar/data/1706604/0001172661-20-001723-index.htm
4016,"First Savings Financial Group, Inc.",10-Q,1435508,2020-08-10,https://www.sec.gov/Archives/edgar/data/1435508/0001104659-20-092655-index.htm
4017,First Seacoast Bancorp,10-Q,1769267,2020-08-14,https://www.sec.gov/Archives/edgar/data/1769267/0001564590-20-040183-index.htm
4018,First Trinity Financial CORP,10-Q,1395585,2020-08-13,https://www.sec.gov/Archives/edgar/data/1395585/0001437749-20-017793-index.htm
4019,"First Trust Bank, Ltd.",13F-HR,1406026,2020-08-13,https://www.sec.gov/Archives/edgar/data/1406026/0001567619-20-015090-index.htm
4020,First Washington CORP,13F-HR,1390043,2020-08-13,https://www.sec.gov/Archives/edgar/data/1390043/0001390043-20-000003-index.htm
4021,First Western Capital Management Co,13F-HR,1603142,2020-08-13,https://www.sec.gov/Archives/edgar/data/1603142/0001398344-20-015696-index.htm
4022,First Western Financial Inc,10-Q,1327607,2020-08-06,https://www.sec.gov/Archives/edgar/data/1327607/0001558370-20-009641-index.htm
4023,"FirstMark Capital I GP, LLC",13F-HR,1666572,2020-08-14,https://www.sec.gov/Archives/edgar/data/1666572/0001104659-20-095363-index.htm
4024,"Firsthand Capital Management, Inc.",13F-HR,1476179,2020-08-12,https://www.sec.gov/Archives/edgar/data/1476179/0001398344-20-015603-index.htm
4025,"Firsthand Technology Value Fund, Inc.",10-Q,1495584,2020-08-10,https://www.sec.gov/Archives/edgar/data/1495584/0001398344-20-015427-index.htm
4026,"Fisher Asset Management, LLC",13F-HR,850529,2020-08-07,https://www.sec.gov/Archives/edgar/data/850529/0000850529-20-000007-index.htm
4027,"Five Point Holdings, LLC",10-Q,1574197,2020-08-10,https://www.sec.gov/Archives/edgar/data/1574197/0001574197-20-000022-index.htm
4028,"Five9, Inc.",10-Q,1288847,2020-08-03,https://www.sec.gov/Archives/edgar/data/1288847/0001288847-20-000125-index.htm
4029,Flagship Pioneering Inc.,13F-HR,1400240,2020-08-13,https://www.sec.gov/Archives/edgar/data/1400240/0000950123-20-008652-index.htm
4030,"Flaharty Asset Management, LLC",13F-HR,1697882,2020-08-12,https://www.sec.gov/Archives/edgar/data/1697882/0001420506-20-000884-index.htm
4031,Flat Rock Capital Corp.,10-Q,1701724,2020-08-13,https://www.sec.gov/Archives/edgar/data/1701724/0001213900-20-021890-index.htm
4032,"FlexShopper, Inc.",10-Q,1397047,2020-08-10,https://www.sec.gov/Archives/edgar/data/1397047/0001213900-20-021150-index.htm
4033,Flexion Therapeutics Inc,10-Q,1419600,2020-08-05,https://www.sec.gov/Archives/edgar/data/1419600/0001564590-20-036837-index.htm
4034,"Floor & Decor Holdings, Inc.",10-Q,1507079,2020-07-30,https://www.sec.gov/Archives/edgar/data/1507079/0001628280-20-011089-index.htm
4035,Florin Court Capital LLP,13F-HR,1696263,2020-08-05,https://www.sec.gov/Archives/edgar/data/1696263/0001172661-20-001581-index.htm
4036,Flossbach von Storch AG Zurich,13F-HR,1767472,2020-08-12,https://www.sec.gov/Archives/edgar/data/1767472/0001767472-20-000004-index.htm
4037,Flowering Tree Investment Management Pte. Ltd.,13F-HR,1554972,2020-08-10,https://www.sec.gov/Archives/edgar/data/1554972/0001214659-20-006874-index.htm
4038,"Fluent Financial, LLC",13F-HR,1722283,2020-07-15,https://www.sec.gov/Archives/edgar/data/1722283/0001085146-20-001798-index.htm
4039,"Fluent, Inc.",10-Q,1460329,2020-08-10,https://www.sec.gov/Archives/edgar/data/1460329/0001437749-20-017351-index.htm
4040,Flying Eagle Acquisition Corp.,10-Q,1801661,2020-08-13,https://www.sec.gov/Archives/edgar/data/1801661/0001104659-20-094645-index.htm
4041,Focus Financial Partners Inc.,10-Q,1651052,2020-08-06,https://www.sec.gov/Archives/edgar/data/1651052/0001558370-20-009500-index.htm
4042,Focused Investors LLC,13F-HR,1426398,2020-07-23,https://www.sec.gov/Archives/edgar/data/1426398/0001426398-20-000009-index.htm
4043,"Focused Wealth Management, Inc",13F-HR,1586052,2020-07-24,https://www.sec.gov/Archives/edgar/data/1586052/0001062993-20-003458-index.htm
4044,Foley Trasimene Acquisition Corp.,10-Q,1809104,2020-08-04,https://www.sec.gov/Archives/edgar/data/1809104/0001104659-20-090371-index.htm
4045,Folkup Development Inc.,10-Q,1684506,2020-07-07,https://www.sec.gov/Archives/edgar/data/1684506/0001684506-20-000006-index.htm
4046,Fondren Management LP,13F-HR,1328331,2020-08-14,https://www.sec.gov/Archives/edgar/data/1328331/0000921895-20-002241-index.htm
4047,Force Protection Video Equipment Corp.,10-K,1518720,2020-07-24,https://www.sec.gov/Archives/edgar/data/1518720/0001640334-20-001843-index.htm
4048,Force Protection Video Equipment Corp.,10-K/A,1518720,2020-07-29,https://www.sec.gov/Archives/edgar/data/1518720/0001640334-20-001872-index.htm
4049,"Ford Financial Group, LLC",13F-HR,1730887,2020-07-16,https://www.sec.gov/Archives/edgar/data/1730887/0001606587-20-000739-index.htm
4050,"Fore Capital, LLC",13F-HR,1714672,2020-08-13,https://www.sec.gov/Archives/edgar/data/1714672/0001714672-20-000007-index.htm
4051,"Forefront Analytics, LLC",13F-HR,1696802,2020-08-10,https://www.sec.gov/Archives/edgar/data/1696802/0001085146-20-002076-index.htm
4052,"Foresight Wealth Management, LLC",13F-HR,1729735,2020-07-15,https://www.sec.gov/Archives/edgar/data/1729735/0001398344-20-013833-index.htm
4053,"Foresite Capital Management I, LLC",13F-HR,1581219,2020-08-13,https://www.sec.gov/Archives/edgar/data/1581219/0001104659-20-094438-index.htm
4054,"Foresite Capital Management II, LLC",13F-HR,1594912,2020-08-13,https://www.sec.gov/Archives/edgar/data/1594912/0001104659-20-094439-index.htm
4055,"Foresite Capital Management III, LLC",13F-HR,1645157,2020-08-13,https://www.sec.gov/Archives/edgar/data/1645157/0001104659-20-094442-index.htm
4056,"Foresite Capital Management IV, LLC",13F-HR,1704132,2020-08-13,https://www.sec.gov/Archives/edgar/data/1704132/0001104659-20-094444-index.htm
4057,"Forest Hill Capital, LLC",13F-HR,1316550,2020-08-13,https://www.sec.gov/Archives/edgar/data/1316550/0001315863-20-000696-index.htm
4058,Forestar Group Inc.,10-Q,1406587,2020-07-29,https://www.sec.gov/Archives/edgar/data/1406587/0001406587-20-000067-index.htm
4059,"Forma Therapeutics Holdings, Inc.",10-Q,1538927,2020-08-13,https://www.sec.gov/Archives/edgar/data/1538927/0001564590-20-040007-index.htm
4060,"Formation8 GP II, LLC",13F-HR,1620133,2020-07-15,https://www.sec.gov/Archives/edgar/data/1620133/0001104659-20-083693-index.htm
4061,"Formidable Asset Management, LLC",13F-HR,1592613,2020-08-13,https://www.sec.gov/Archives/edgar/data/1592613/0001592613-20-000003-index.htm
4062,Fort Baker Capital Management LP,13F-HR,1688382,2020-08-14,https://www.sec.gov/Archives/edgar/data/1688382/0001688382-20-000006-index.htm
4063,Fort Point Capital Partners LLC,13F-HR,1589282,2020-08-13,https://www.sec.gov/Archives/edgar/data/1589282/0001589282-20-000005-index.htm
4064,Fort Sheridan Advisors LLC,13F-HR,1606666,2020-08-14,https://www.sec.gov/Archives/edgar/data/1606666/0001104659-20-095380-index.htm
4065,"Forte Biosciences, Inc.",10-Q,1419041,2020-08-10,https://www.sec.gov/Archives/edgar/data/1419041/0001564590-20-038950-index.htm
4066,Fortem Resources Inc.,10-K,1382231,2020-07-21,https://www.sec.gov/Archives/edgar/data/1382231/0001493152-20-013715-index.htm
4067,Fortem Resources Inc.,10-Q,1382231,2020-07-21,https://www.sec.gov/Archives/edgar/data/1382231/0001493152-20-013722-index.htm
4068,Fortem Resources Inc.,NT 10-K,1382231,2020-07-14,https://www.sec.gov/Archives/edgar/data/1382231/0001493152-20-013269-index.htm
4069,Fortem Resources Inc.,NT 10-Q,1382231,2020-07-16,https://www.sec.gov/Archives/edgar/data/1382231/0001493152-20-013429-index.htm
4070,"Forterra, Inc.",10-Q,1678463,2020-07-28,https://www.sec.gov/Archives/edgar/data/1678463/0001678463-20-000098-index.htm
4071,"Fortinet, Inc.",10-Q,1262039,2020-08-06,https://www.sec.gov/Archives/edgar/data/1262039/0001262039-20-000053-index.htm
4072,"Fortis Advisors, LLC",13F-HR,1697478,2020-08-13,https://www.sec.gov/Archives/edgar/data/1697478/0001697478-20-000004-index.htm
4073,Fortis Capital Management LLC,13F-HR,1802167,2020-08-13,https://www.sec.gov/Archives/edgar/data/1802167/0001398344-20-015656-index.htm
4074,Fortive Corp,10-Q,1659166,2020-07-28,https://www.sec.gov/Archives/edgar/data/1659166/0001659166-20-000136-index.htm
4075,"Fortress Biotech, Inc.",10-Q,1429260,2020-08-10,https://www.sec.gov/Archives/edgar/data/1429260/0001104659-20-092702-index.htm
4076,Fortress Investment Group LLC,13F-HR,1380393,2020-08-14,https://www.sec.gov/Archives/edgar/data/1380393/0001085146-20-002301-index.htm
4077,Fortress Transportation & Infrastructure Investors LLC,10-Q,1590364,2020-07-31,https://www.sec.gov/Archives/edgar/data/1590364/0001590364-20-000007-index.htm
4078,Fortress Value Acquisition Corp.,10-Q,1801368,2020-07-31,https://www.sec.gov/Archives/edgar/data/1801368/0001801368-20-000005-index.htm
4079,"Fortune Brands Home & Security, Inc.",10-Q,1519751,2020-07-31,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-20-034912-index.htm
4080,"Fortune Valley Treasures, Inc.",10-Q,1626745,2020-08-14,https://www.sec.gov/Archives/edgar/data/1626745/0001493152-20-015896-index.htm
4081,Forum Merger II Corp,10-Q,1741231,2020-08-10,https://www.sec.gov/Archives/edgar/data/1741231/0001213900-20-021148-index.htm
4082,"Forward Industries, Inc.",10-Q,38264,2020-08-14,https://www.sec.gov/Archives/edgar/data/38264/0001683168-20-002744-index.htm
4083,"Forward Industries, Inc.",10-Q/A,38264,2020-07-22,https://www.sec.gov/Archives/edgar/data/38264/0001683168-20-002343-index.htm
4084,"Forward Management, LLC",13F-HR,1385864,2020-08-06,https://www.sec.gov/Archives/edgar/data/1385864/0001085146-20-002035-index.htm
4085,"Fossil Group, Inc.",10-Q,883569,2020-08-13,https://www.sec.gov/Archives/edgar/data/883569/0000883569-20-000051-index.htm
4086,"Foster Victor Wealth Advisors, LLC",13F-HR,1769063,2020-08-03,https://www.sec.gov/Archives/edgar/data/1769063/0001221073-20-000125-index.htm
4087,Fosun International Ltd,13F-HR,1447884,2020-08-12,https://www.sec.gov/Archives/edgar/data/1447884/0001104659-20-093493-index.htm
4088,"Foundation Building Materials, Inc.",10-Q,1688941,2020-08-04,https://www.sec.gov/Archives/edgar/data/1688941/0001628280-20-011636-index.htm
4089,"Foundations Investment Advisors, LLC",13F-HR,1743404,2020-07-08,https://www.sec.gov/Archives/edgar/data/1743404/0001398344-20-013428-index.htm
4090,"Founder Collective GP, LLC",13F-HR,1681822,2020-08-07,https://www.sec.gov/Archives/edgar/data/1681822/0000950123-20-007903-index.htm
4091,"Founders Fund IV Management, LLC",13F-HR,1616081,2020-08-14,https://www.sec.gov/Archives/edgar/data/1616081/0001315863-20-000704-index.htm
4092,"Foundry Partners, LLC",13F-HR,1573913,2020-08-03,https://www.sec.gov/Archives/edgar/data/1573913/0001573913-20-000005-index.htm
4093,"FountainCap Research & Investment (Hong Kong) Co., Ltd.",13F-HR,1802326,2020-08-14,https://www.sec.gov/Archives/edgar/data/1802326/0001802326-20-000003-index.htm
4094,FountainVest China Capital Partners GP3 Ltd.,13F-HR,1795487,2020-07-31,https://www.sec.gov/Archives/edgar/data/1795487/0000950123-20-007427-index.htm
4095,"Four Corners Property Trust, Inc.",10-Q,1650132,2020-08-03,https://www.sec.gov/Archives/edgar/data/1650132/0001650132-20-000093-index.htm
4096,Fourthstone LLC,13F-HR,1767803,2020-07-09,https://www.sec.gov/Archives/edgar/data/1767803/0001387131-20-006273-index.htm
4097,Fovea Jewelry Holdings Ltd.,10-Q,850971,2020-08-14,https://www.sec.gov/Archives/edgar/data/850971/0001477932-20-004928-index.htm
4098,Fox Corp,10-K,1754301,2020-08-10,https://www.sec.gov/Archives/edgar/data/1754301/0001564590-20-038975-index.htm
4099,"Foxhaven Asset Management, LP",13F-HR,1590531,2020-08-14,https://www.sec.gov/Archives/edgar/data/1590531/0001172661-20-001840-index.htm
4100,"Foyston, Gordon, & Payne Inc",13F-HR,1322853,2020-08-14,https://www.sec.gov/Archives/edgar/data/1322853/0001322853-20-000006-index.htm
4101,Fragasso Group Inc.,13F-HR,1613331,2020-08-10,https://www.sec.gov/Archives/edgar/data/1613331/0001613331-20-000003-index.htm
4102,Francesca's Holdings CORP,10-Q,1399935,2020-07-28,https://www.sec.gov/Archives/edgar/data/1399935/0001104659-20-087348-index.htm
4103,"Franchise Group, Inc.",10-Q,1528930,2020-08-05,https://www.sec.gov/Archives/edgar/data/1528930/0001528930-20-000057-index.htm
4104,"Franchise Holdings International, Inc.",10-Q,1096275,2020-07-02,https://www.sec.gov/Archives/edgar/data/1096275/0001493152-20-012513-index.htm
4105,"Francisco Partners Management, LP",13F-HR,1197853,2020-08-13,https://www.sec.gov/Archives/edgar/data/1197853/0001197853-20-000005-index.htm
4106,Franklin Financial Network Inc.,10-Q,1407067,2020-08-10,https://www.sec.gov/Archives/edgar/data/1407067/0001628280-20-012216-index.htm
4107,"Franklin Street Capital Partners, LLC",13F-HR,1784925,2020-08-05,https://www.sec.gov/Archives/edgar/data/1784925/0001420506-20-000801-index.htm
4108,"Franklin, Parlapiano, Turner & Welch, LLC",13F-HR,1707856,2020-07-21,https://www.sec.gov/Archives/edgar/data/1707856/0001707856-20-000004-index.htm
4109,"Free Flow, Inc.",10-Q,1543652,2020-08-14,https://www.sec.gov/Archives/edgar/data/1543652/0001445866-20-001184-index.htm
4110,Freedom Holding Corp.,10-K,924805,2020-07-14,https://www.sec.gov/Archives/edgar/data/924805/0001654954-20-007646-index.htm
4111,Freedom Holding Corp.,10-Q,924805,2020-08-11,https://www.sec.gov/Archives/edgar/data/924805/0001654954-20-008748-index.htm
4112,Freedom Holding Corp.,DEF 14A,924805,2020-07-29,https://www.sec.gov/Archives/edgar/data/924805/0001654954-20-008106-index.htm
4113,Freedom Holding Corp.,NT 10-Q,924805,2020-08-11,https://www.sec.gov/Archives/edgar/data/924805/0001654954-20-008741-index.htm
4114,Freestate Advisors LLC,13F-HR,1660328,2020-07-20,https://www.sec.gov/Archives/edgar/data/1660328/0001660328-20-000007-index.htm
4115,"Freestone Capital Holdings, LLC",13F-HR,1470876,2020-08-04,https://www.sec.gov/Archives/edgar/data/1470876/0001062993-20-003623-index.htm
4116,"Freeze Tag, Inc.",10-Q,1485074,2020-08-14,https://www.sec.gov/Archives/edgar/data/1485074/0001477932-20-004994-index.htm
4117,"FreightCar America, Inc.",10-Q,1320854,2020-08-10,https://www.sec.gov/Archives/edgar/data/1320854/0001562762-20-000330-index.htm
4118,"Frequency Therapeutics, Inc.",10-Q,1703647,2020-08-12,https://www.sec.gov/Archives/edgar/data/1703647/0001564590-20-039488-index.htm
4119,"Freshford Capital Management, LLC",13F-HR,1459270,2020-08-14,https://www.sec.gov/Archives/edgar/data/1459270/0000919574-20-005219-index.htm
4120,"Freshpet, Inc.",10-Q,1611647,2020-08-04,https://www.sec.gov/Archives/edgar/data/1611647/0001437749-20-016504-index.htm
4121,"Freshpet, Inc.",DEF 14A,1611647,2020-08-14,https://www.sec.gov/Archives/edgar/data/1611647/0001140361-20-018412-index.htm
4122,Friedenthal Financial,13F-HR,1598611,2020-07-29,https://www.sec.gov/Archives/edgar/data/1598611/0001598611-20-000003-index.htm
4123,"Friendable, Inc.",10-Q,1414043,2020-07-16,https://www.sec.gov/Archives/edgar/data/1414043/0001199835-20-000173-index.htm
4124,"Friendable, Inc.",10-Q,1414043,2020-08-14,https://www.sec.gov/Archives/edgar/data/1414043/0001654954-20-009198-index.htm
4125,"Friendable, Inc.",10-Q/A,1414043,2020-07-17,https://www.sec.gov/Archives/edgar/data/1414043/0001199835-20-000176-index.htm
4126,"Frisch Financial Group, Inc.",13F-HR,1767730,2020-08-06,https://www.sec.gov/Archives/edgar/data/1767730/0001767730-20-000003-index.htm
4127,Fritzy Tech Inc.,10-Q/A,1622408,2020-07-28,https://www.sec.gov/Archives/edgar/data/1622408/0001640334-20-001864-index.htm
4128,"Front Street Capital Management, Inc.",13F-HR,1683182,2020-08-13,https://www.sec.gov/Archives/edgar/data/1683182/0001683182-20-000006-index.htm
4129,Front Yard Residential Corp,10-Q,1555039,2020-08-10,https://www.sec.gov/Archives/edgar/data/1555039/0001555039-20-000038-index.htm
4130,Frontier Balanced Fund,10-Q,1389122,2020-08-13,https://www.sec.gov/Archives/edgar/data/1389122/0001213900-20-021794-index.htm
4131,Frontier Diversified Fund,10-Q,1450720,2020-08-13,https://www.sec.gov/Archives/edgar/data/1450720/0001213900-20-021794-index.htm
4132,Frontier Funds,10-Q,1261379,2020-08-13,https://www.sec.gov/Archives/edgar/data/1261379/0001213900-20-021794-index.htm
4133,Frontier Global Fund,10-Q,1389124,2020-08-13,https://www.sec.gov/Archives/edgar/data/1389124/0001213900-20-021794-index.htm
4134,Frontier Heritage Fund,10-Q,1389123,2020-08-13,https://www.sec.gov/Archives/edgar/data/1389123/0001213900-20-021794-index.htm
4135,Frontier Long/Short Commodity Fund,10-Q,1389128,2020-08-13,https://www.sec.gov/Archives/edgar/data/1389128/0001213900-20-021794-index.htm
4136,Frontier Masters Fund,10-Q,1450722,2020-08-13,https://www.sec.gov/Archives/edgar/data/1450722/0001213900-20-021794-index.htm
4137,Frontier Select Fund,10-Q,1389125,2020-08-13,https://www.sec.gov/Archives/edgar/data/1389125/0001213900-20-021794-index.htm
4138,Frontier Wealth Management LLC,13F-HR,1548179,2020-08-14,https://www.sec.gov/Archives/edgar/data/1548179/0001085146-20-002294-index.htm
4139,Fruth Investment Management,13F-HR,1416856,2020-07-13,https://www.sec.gov/Archives/edgar/data/1416856/0001416856-20-000004-index.htm
4140,Fulcrum Asset Management LLP,13F-HR,1353395,2020-08-14,https://www.sec.gov/Archives/edgar/data/1353395/0001085146-20-002308-index.htm
4141,Fulcrum Capital LLC,13F-HR,1724090,2020-07-27,https://www.sec.gov/Archives/edgar/data/1724090/0001724090-20-000004-index.htm
4142,"Fulcrum Therapeutics, Inc.",10-Q,1680581,2020-08-11,https://www.sec.gov/Archives/edgar/data/1680581/0001564590-20-039121-index.htm
4143,"Fulgent Genetics, Inc.",10-Q,1674930,2020-08-05,https://www.sec.gov/Archives/edgar/data/1674930/0001564590-20-036179-index.htm
4144,"Full Sail Capital, LLC",13F-HR,1757617,2020-08-14,https://www.sec.gov/Archives/edgar/data/1757617/0001757617-20-000004-index.htm
4145,Fullerton Fund Management Co Ltd.,13F-HR,1592746,2020-08-14,https://www.sec.gov/Archives/edgar/data/1592746/0001104659-20-095012-index.htm
4146,"Fund Evaluation Group, LLC",13F-HR,1356249,2020-08-12,https://www.sec.gov/Archives/edgar/data/1356249/0001356249-20-000005-index.htm
4147,"FundX Investment Group, LLC",13F-HR,1427261,2020-08-11,https://www.sec.gov/Archives/edgar/data/1427261/0001172661-20-001634-index.htm
4148,"Fundamentun, LLC",13F-HR,1707206,2020-07-28,https://www.sec.gov/Archives/edgar/data/1707206/0001085146-20-001899-index.htm
4149,Fundsmith LLP,13F-HR,1569205,2020-08-12,https://www.sec.gov/Archives/edgar/data/1569205/0001520023-20-000016-index.htm
4150,"Funko, Inc.",10-Q,1704711,2020-08-06,https://www.sec.gov/Archives/edgar/data/1704711/0001704711-20-000098-index.htm
4151,"Fuse Medical, Inc.",10-Q,319016,2020-08-10,https://www.sec.gov/Archives/edgar/data/319016/0001564590-20-038537-index.htm
4152,Fusion Acquisition Corp.,10-Q,1807846,2020-08-10,https://www.sec.gov/Archives/edgar/data/1807846/0001213900-20-021154-index.htm
4153,Fusion Acquisition Corp.,10-Q,1807846,2020-08-14,https://www.sec.gov/Archives/edgar/data/1807846/0001213900-20-022095-index.htm
4154,"Fusion Capital, LLC",13F-HR,1802955,2020-08-13,https://www.sec.gov/Archives/edgar/data/1802955/0001104659-20-094670-index.htm
4155,Fusion Family Wealth LLC,13F-HR,1696209,2020-08-13,https://www.sec.gov/Archives/edgar/data/1696209/0001696209-20-000005-index.htm
4156,Fusion Pharmaceuticals Inc.,10-Q,1805890,2020-08-11,https://www.sec.gov/Archives/edgar/data/1805890/0001564590-20-039294-index.htm
4157,Future FinTech Group Inc.,10-Q,1066923,2020-07-06,https://www.sec.gov/Archives/edgar/data/1066923/0001213900-20-016729-index.htm
4158,Future FinTech Group Inc.,10-Q,1066923,2020-08-14,https://www.sec.gov/Archives/edgar/data/1066923/0001213900-20-022240-index.htm
4159,FutureFuel Corp.,10-Q,1337298,2020-08-10,https://www.sec.gov/Archives/edgar/data/1337298/0001437749-20-017111-index.htm
4160,FutureFuel Corp.,DEF 14A,1337298,2020-07-24,https://www.sec.gov/Archives/edgar/data/1337298/0001437749-20-015691-index.htm
4161,G&S Capital LLC,13F-HR,1731448,2020-07-24,https://www.sec.gov/Archives/edgar/data/1731448/0001731448-20-000003-index.htm
4162,"G.F.W. Energy X, L.P.",13F-HR,1555496,2020-08-14,https://www.sec.gov/Archives/edgar/data/1555496/0001315863-20-000716-index.htm
4163,"G.F.W. Energy XI, L.P.",13F-HR,1691944,2020-08-14,https://www.sec.gov/Archives/edgar/data/1691944/0001315863-20-000717-index.htm
4164,"G1 Therapeutics, Inc.",10-Q,1560241,2020-08-05,https://www.sec.gov/Archives/edgar/data/1560241/0001564590-20-036954-index.htm
4165,G2 Investment Partners Management LLC,13F-HR,1593404,2020-08-14,https://www.sec.gov/Archives/edgar/data/1593404/0001172661-20-001831-index.htm
4166,"GABELLI & Co INVESTMENT ADVISERS, INC.",13F-HR,932724,2020-08-13,https://www.sec.gov/Archives/edgar/data/932724/0001567619-20-015128-index.htm
4167,GABELLI FUNDS LLC,13F-HR,1081407,2020-08-13,https://www.sec.gov/Archives/edgar/data/1081407/0001567619-20-015125-index.htm
4168,GABLES CAPITAL MANAGEMENT INC.,13F-HR,1740839,2020-07-30,https://www.sec.gov/Archives/edgar/data/1740839/0001085146-20-001924-index.htm
4169,GAGNON SECURITIES LLC,13F-HR,1125725,2020-08-13,https://www.sec.gov/Archives/edgar/data/1125725/0001019056-20-000474-index.htm
4170,"GAIA, INC",10-Q,1089872,2020-08-03,https://www.sec.gov/Archives/edgar/data/1089872/0001564590-20-035582-index.htm
4171,GALECTIN THERAPEUTICS INC,10-Q,1133416,2020-08-10,https://www.sec.gov/Archives/edgar/data/1133416/0001193125-20-214127-index.htm
4172,GAM Holding AG,13F-HR,1438848,2020-08-10,https://www.sec.gov/Archives/edgar/data/1438848/0001438848-20-000006-index.htm
4173,"GAMCO INVESTORS, INC. ET AL",10-Q,1060349,2020-08-10,https://www.sec.gov/Archives/edgar/data/1060349/0001140361-20-017871-index.htm
4174,"GAMCO INVESTORS, INC. ET AL",13F-HR,807249,2020-08-13,https://www.sec.gov/Archives/edgar/data/807249/0001567619-20-015127-index.htm
4175,GANTZERT INVESTMENT CO LLC /ADV,13F-HR,1013162,2020-07-01,https://www.sec.gov/Archives/edgar/data/1013162/0001013162-20-000003-index.htm
4176,GARDNER LEWIS ASSET MANAGEMENT L P,13F-HR,941560,2020-08-14,https://www.sec.gov/Archives/edgar/data/941560/0000941560-20-000007-index.htm
4177,GARDNER RUSSO & GARDNER LLC,13F-HR,860643,2020-08-14,https://www.sec.gov/Archives/edgar/data/860643/0000860643-20-000004-index.htm
