,conm,type,cik,date,path
34891,"JAG CAPITAL MANAGEMENT, LLC",13F-HR,1080374,2020-07-23,https://www.sec.gov/Archives/edgar/data/1080374/0001080374-20-000004-index.htm
34892,JAKKS PACIFIC INC,10-Q,1009829,2020-08-04,https://www.sec.gov/Archives/edgar/data/1009829/0001628280-20-011537-index.htm
34893,JAMES INVESTMENT RESEARCH INC,13F-HR,810384,2020-07-24,https://www.sec.gov/Archives/edgar/data/810384/0000810384-20-000004-index.htm
34894,JANA PARTNERS LLC,13F-HR,1159159,2020-08-14,https://www.sec.gov/Archives/edgar/data/1159159/0000902664-20-003064-index.htm
34895,JANEL CORP,10-Q,1133062,2020-08-10,https://www.sec.gov/Archives/edgar/data/1133062/0001140361-20-017861-index.htm
34896,JANUS HENDERSON GROUP PLC,10-Q,1274173,2020-07-29,https://www.sec.gov/Archives/edgar/data/1274173/0001558370-20-008546-index.htm
34897,JANUS HENDERSON GROUP PLC,13F-HR,1274173,2020-08-14,https://www.sec.gov/Archives/edgar/data/1274173/0001085146-20-002255-index.htm
34898,"JBF Capital, Inc.",13F-HR,1483864,2020-08-05,https://www.sec.gov/Archives/edgar/data/1483864/0001567619-20-014323-index.htm
34899,JBG SMITH Properties,10-Q,1689796,2020-08-05,https://www.sec.gov/Archives/edgar/data/1689796/0001558370-20-009211-index.htm
34900,"JBJ Investment Partners, LLC",13F-HR,1776321,2020-08-03,https://www.sec.gov/Archives/edgar/data/1776321/0001606587-20-000780-index.htm
34901,JCIC Asset Management Inc.,13F-HR,1492040,2020-08-07,https://www.sec.gov/Archives/edgar/data/1492040/0000950123-20-007888-index.htm
34902,"JCSD Capital, LLC",13F-HR,1444055,2020-08-14,https://www.sec.gov/Archives/edgar/data/1444055/0001104659-20-095318-index.htm
34903,JD CAPITAL MANAGEMENT LLC,13F-HR,1219037,2020-08-12,https://www.sec.gov/Archives/edgar/data/1219037/0001085146-20-002143-index.htm
34904,JDC-JSC L.P.,13F-HR,1756777,2020-08-03,https://www.sec.gov/Archives/edgar/data/1756777/0001756777-20-000007-index.htm
34905,"JELD-WEN Holding, Inc.",10-Q,1674335,2020-08-05,https://www.sec.gov/Archives/edgar/data/1674335/0001674335-20-000082-index.htm
34906,JENNISON ASSOCIATES LLC,13F-HR,53417,2020-08-06,https://www.sec.gov/Archives/edgar/data/53417/0000053417-20-000073-index.htm
34907,JENSEN INVESTMENT MANAGEMENT INC,13F-HR,1106129,2020-08-10,https://www.sec.gov/Archives/edgar/data/1106129/0001171200-20-000521-index.htm
34908,JET CAPITAL INVESTORS L P,13F-HR,1278235,2020-08-14,https://www.sec.gov/Archives/edgar/data/1278235/0001085146-20-002273-index.htm
34909,JETBLUE AIRWAYS CORP,10-Q,1158463,2020-07-31,https://www.sec.gov/Archives/edgar/data/1158463/0001158463-20-000051-index.htm
34910,JEWETT CAMERON TRADING CO LTD,10-Q,885307,2020-07-15,https://www.sec.gov/Archives/edgar/data/885307/0001217160-20-000041-index.htm
34911,"JFG Wealth Management, LLC",13F-HR,1766972,2020-08-12,https://www.sec.gov/Archives/edgar/data/1766972/0001606587-20-000951-index.htm
34912,"JFS WEALTH ADVISORS, LLC",13F-HR,1568068,2020-08-05,https://www.sec.gov/Archives/edgar/data/1568068/0001568068-20-000003-index.htm
34913,JGP Global Gestao de Recursos Ltda.,13F-HR,1536562,2020-08-10,https://www.sec.gov/Archives/edgar/data/1536562/0001536562-20-000003-index.htm
34914,"JGP Wealth Management, LLC",13F-HR,1748278,2020-07-13,https://www.sec.gov/Archives/edgar/data/1748278/0001085146-20-001763-index.htm
34915,JHL Capital Group LLC,13F-HR,1496859,2020-08-14,https://www.sec.gov/Archives/edgar/data/1496859/0001172661-20-001822-index.htm
34916,JJJ Advisors Inc.,13F-HR,1598561,2020-07-17,https://www.sec.gov/Archives/edgar/data/1598561/0001598561-20-000005-index.htm
34917,JLB & ASSOCIATES INC,13F-HR,1085227,2020-07-13,https://www.sec.gov/Archives/edgar/data/1085227/0001085227-20-000003-index.htm
34918,"JMG Financial Group, Ltd.",13F-HR,1314404,2020-07-17,https://www.sec.gov/Archives/edgar/data/1314404/0001314404-20-000003-index.htm
34919,JMP GROUP LLC,10-Q,1302350,2020-08-11,https://www.sec.gov/Archives/edgar/data/1302350/0001437749-20-017513-index.htm
34920,JNB Advisors LLC,13F-HR,1794198,2020-07-30,https://www.sec.gov/Archives/edgar/data/1794198/0000950123-20-007351-index.htm
34921,JNBA Financial Advisors,13F-HR,1569118,2020-07-24,https://www.sec.gov/Archives/edgar/data/1569118/0001569118-20-000003-index.htm
34922,JNE Partners LLP,13F-HR,1770120,2020-08-14,https://www.sec.gov/Archives/edgar/data/1770120/0001172661-20-001727-index.htm
34923,JOHN G ULLMAN & ASSOCIATES INC,13F-HR,919530,2020-07-29,https://www.sec.gov/Archives/edgar/data/919530/0000919530-20-000004-index.htm
34924,"JOHN WILEY & SONS, INC.",DEF 14A,107140,2020-08-14,https://www.sec.gov/Archives/edgar/data/107140/0001140361-20-018410-index.htm
34925,JOHNSON & JOHNSON,10-Q,200406,2020-07-24,https://www.sec.gov/Archives/edgar/data/200406/0000200406-20-000050-index.htm
34926,JOHNSON INVESTMENT COUNSEL INC,13F-HR,821197,2020-08-13,https://www.sec.gov/Archives/edgar/data/821197/0001104659-20-094392-index.htm
34927,JOHNSON OUTDOORS INC,10-Q,788329,2020-07-31,https://www.sec.gov/Archives/edgar/data/788329/0001140361-20-017136-index.htm
34928,JOHO CAPITAL LLC,13F-HR,1106500,2020-08-14,https://www.sec.gov/Archives/edgar/data/1106500/0001172661-20-001698-index.htm
34929,JOINT Corp,10-Q,1612630,2020-08-07,https://www.sec.gov/Archives/edgar/data/1612630/0001628280-20-012120-index.htm
34930,JONES FINANCIAL COMPANIES LLLP,10-Q,815917,2020-08-10,https://www.sec.gov/Archives/edgar/data/815917/0001564590-20-038962-index.htm
34931,JONES FINANCIAL COMPANIES LLLP,13F-HR,815917,2020-07-31,https://www.sec.gov/Archives/edgar/data/815917/0000950123-20-007419-index.htm
34932,JONES LANG LASALLE INC,10-Q,1037976,2020-08-06,https://www.sec.gov/Archives/edgar/data/1037976/0001037976-20-000036-index.htm
34933,JONES SODA CO,10-Q,1083522,2020-08-11,https://www.sec.gov/Archives/edgar/data/1083522/0001083522-20-000041-index.htm
34934,JOSHUA GOLD RESOURCES INC,10-Q,1475430,2020-08-14,https://www.sec.gov/Archives/edgar/data/1475430/0001010412-20-000019-index.htm
34935,JPMORGAN CHASE & CO,10-Q,19617,2020-08-03,https://www.sec.gov/Archives/edgar/data/19617/0000019617-20-000372-index.htm
34936,JPMORGAN CHASE & CO,13F-HR,19617,2020-08-11,https://www.sec.gov/Archives/edgar/data/19617/0000019617-20-000375-index.htm
34937,"JRM Investment Counsel, LLC",13F-HR,1631084,2020-08-12,https://www.sec.gov/Archives/edgar/data/1631084/0001580642-20-002979-index.htm
34938,JRSIS HEALTH CARE Corp,10-Q,1597892,2020-08-14,https://www.sec.gov/Archives/edgar/data/1597892/0001213900-20-022106-index.htm
34939,JS BEAUTY LAND NETWORK TECHNOLOGY INC,10-Q,1745931,2020-08-05,https://www.sec.gov/Archives/edgar/data/1745931/0001493152-20-014673-index.htm
34940,JS BEAUTY LAND NETWORK TECHNOLOGY INC,10-Q/A,1745931,2020-08-06,https://www.sec.gov/Archives/edgar/data/1745931/0001493152-20-014882-index.htm
34941,JS Capital Management LLC,13F-HR,1562668,2020-08-14,https://www.sec.gov/Archives/edgar/data/1562668/0001387131-20-007535-index.htm
34942,"JSF Financial, LLC",13F-HR,1802224,2020-07-31,https://www.sec.gov/Archives/edgar/data/1802224/0001802224-20-000007-index.htm
34943,JT Stratford LLC,13F-HR,1689013,2020-08-14,https://www.sec.gov/Archives/edgar/data/1689013/0001689013-20-000003-index.htm
34944,JUDO Capital Corp.,10-Q,1445831,2020-08-04,https://www.sec.gov/Archives/edgar/data/1445831/0001017386-20-000252-index.htm
34945,"JUMP TRADING, LLC",13F-HR,1127998,2020-08-03,https://www.sec.gov/Archives/edgar/data/1127998/0001667731-20-000290-index.htm
34946,"JUNCTURE WEALTH STRATEGIES, LLC",13F-HR,1632866,2020-07-28,https://www.sec.gov/Archives/edgar/data/1632866/0001632866-20-000004-index.htm
34947,JUNIATA VALLEY FINANCIAL CORP,10-Q,714712,2020-08-10,https://www.sec.gov/Archives/edgar/data/714712/0001558370-20-010099-index.htm
34948,JUNIPER NETWORKS INC,10-Q,1043604,2020-08-04,https://www.sec.gov/Archives/edgar/data/1043604/0001043604-20-000072-index.htm
34949,JUPITER ASSET MANAGEMENT LTD,13F-HR,1215838,2020-08-11,https://www.sec.gov/Archives/edgar/data/1215838/0001171843-20-005803-index.htm
34950,"JW Asset Management, LLC",13F-HR,1549738,2020-08-10,https://www.sec.gov/Archives/edgar/data/1549738/0001420506-20-000836-index.htm
34951,Jacksam Corp,10-Q,860543,2020-08-14,https://www.sec.gov/Archives/edgar/data/860543/0001477932-20-004945-index.htm
34952,"Jackson Hole Capital Partners, LLC",13F-HR,1767049,2020-08-11,https://www.sec.gov/Archives/edgar/data/1767049/0001398344-20-015446-index.htm
34953,"Jackson Square Partners, LLC",13F-HR,1605911,2020-08-10,https://www.sec.gov/Archives/edgar/data/1605911/0001104659-20-092213-index.htm
34954,"Jackson Wealth Management, LLC",13F-HR,1536799,2020-07-27,https://www.sec.gov/Archives/edgar/data/1536799/0001536799-20-000004-index.htm
34955,"Jackson, Grant Investment Advisers, Inc.",13F-HR,1650300,2020-08-14,https://www.sec.gov/Archives/edgar/data/1650300/0001104659-20-095152-index.htm
34956,Jacobi Capital Management LLC,13F-HR,1689646,2020-07-27,https://www.sec.gov/Archives/edgar/data/1689646/0001689646-20-000003-index.htm
34957,Jacobsen Capital Management,13F-HR,1782491,2020-08-07,https://www.sec.gov/Archives/edgar/data/1782491/0001782491-20-000002-index.htm
34958,"Jade Capital Advisors, LLC",13F-HR,1761663,2020-08-14,https://www.sec.gov/Archives/edgar/data/1761663/0001420506-20-000979-index.htm
34959,"Jaffetilchin Investment Partners, LLC",13F-HR,1404652,2020-07-31,https://www.sec.gov/Archives/edgar/data/1404652/0001062993-20-003580-index.htm
34960,"Jaguar Health, Inc.",10-Q,1585608,2020-08-13,https://www.sec.gov/Archives/edgar/data/1585608/0001558370-20-010491-index.htm
34961,Jaguar Listed Property LLC,13F-HR,1767141,2020-07-23,https://www.sec.gov/Archives/edgar/data/1767141/0001172661-20-001552-index.htm
34962,James Hambro & Partners,13F-HR,1731152,2020-07-13,https://www.sec.gov/Archives/edgar/data/1731152/0001731152-20-000011-index.htm
34963,"James River Group Holdings, Ltd.",10-Q,1620459,2020-07-31,https://www.sec.gov/Archives/edgar/data/1620459/0001620459-20-000082-index.htm
34964,JanOne Inc.,10-Q,862861,2020-08-10,https://www.sec.gov/Archives/edgar/data/862861/0001564590-20-039002-index.htm
34965,Janney Capital Management LLC,13F-HR,1569855,2020-07-23,https://www.sec.gov/Archives/edgar/data/1569855/0001329948-20-000004-index.htm
34966,Janney Montgomery Scott LLC,13F-HR,1329948,2020-07-23,https://www.sec.gov/Archives/edgar/data/1329948/0001329948-20-000003-index.htm
34967,"Japan Post Holdings Co., Ltd.",13F-HR,1783464,2020-07-07,https://www.sec.gov/Archives/edgar/data/1783464/0001104659-20-081581-index.htm
34968,"Jarislowsky, Fraser Ltd",13F-HR,1123778,2020-08-12,https://www.sec.gov/Archives/edgar/data/1123778/0001123778-20-000008-index.htm
34969,"Jasper Ridge Partners, L.P.",13F-HR,1453381,2020-08-13,https://www.sec.gov/Archives/edgar/data/1453381/0001519924-20-000008-index.htm
34970,Jaws Acquisition Corp.,10-Q,1800682,2020-08-13,https://www.sec.gov/Archives/edgar/data/1800682/0001104659-20-094775-index.htm
34971,Jazz Pharmaceuticals plc,10-Q,1232524,2020-08-04,https://www.sec.gov/Archives/edgar/data/1232524/0001232524-20-000054-index.htm
34972,"Jeereddi Investments, LP",13F-HR,1451460,2020-08-10,https://www.sec.gov/Archives/edgar/data/1451460/0001451460-20-000010-index.htm
34973,Jefferies Financial Group Inc.,10-Q,96223,2020-07-09,https://www.sec.gov/Archives/edgar/data/96223/0000096223-20-000041-index.htm
34974,Jefferies Financial Group Inc.,13F-HR,96223,2020-08-13,https://www.sec.gov/Archives/edgar/data/96223/0000096223-20-000043-index.htm
34975,Jefferies Group LLC,10-Q,1084580,2020-07-09,https://www.sec.gov/Archives/edgar/data/1084580/0001084580-20-000014-index.htm
34976,Jefferies Group LLC,13F-HR,1084580,2020-08-14,https://www.sec.gov/Archives/edgar/data/1084580/0001085146-20-002266-index.htm
34977,"Jeneq Management, LP",13F-HR,1749980,2020-08-13,https://www.sec.gov/Archives/edgar/data/1749980/0001749980-20-000007-index.htm
34978,Jentner Corp,13F-HR,1695908,2020-07-17,https://www.sec.gov/Archives/edgar/data/1695908/0001172661-20-001539-index.htm
34979,"Jerash Holdings (US), Inc.",10-Q,1696558,2020-08-13,https://www.sec.gov/Archives/edgar/data/1696558/0001213900-20-021863-index.htm
34980,"Jerash Holdings (US), Inc.",DEF 14A,1696558,2020-07-29,https://www.sec.gov/Archives/edgar/data/1696558/0001213900-20-018931-index.htm
34981,Jericho Capital Asset Management L.P.,13F-HR,1525234,2020-08-14,https://www.sec.gov/Archives/edgar/data/1525234/0001172661-20-001833-index.htm
34982,"Jernigan Capital, Inc.",10-Q,1622353,2020-08-10,https://www.sec.gov/Archives/edgar/data/1622353/0001622353-20-000023-index.htm
34983,"Jerrick Media Holdings, Inc.",10-Q,1357671,2020-08-14,https://www.sec.gov/Archives/edgar/data/1357671/0001213900-20-022257-index.htm
34984,"Joel Isaacson & Co., LLC",13F-HR,1599330,2020-07-21,https://www.sec.gov/Archives/edgar/data/1599330/0001085146-20-001843-index.htm
34985,"Johanson Financial Advisors, Inc.",13F-HR,1665589,2020-07-13,https://www.sec.gov/Archives/edgar/data/1665589/0001085146-20-001761-index.htm
34986,John Bean Technologies CORP,10-Q,1433660,2020-07-29,https://www.sec.gov/Archives/edgar/data/1433660/0001433660-20-000033-index.htm
34987,"John W. Brooker & Co., CPAs",13F-HR,1798926,2020-07-06,https://www.sec.gov/Archives/edgar/data/1798926/0001798926-20-000003-index.htm
34988,"John W. Rosenthal Capital Management, Inc.",13F-HR,1697539,2020-08-14,https://www.sec.gov/Archives/edgar/data/1697539/0001697539-20-000003-index.htm
34989,"Johnson & Johnson Innovation - JJDC, Inc.",13F-HR,924020,2020-08-12,https://www.sec.gov/Archives/edgar/data/924020/0001567619-20-014843-index.htm
34990,Johnson Controls International plc,10-Q,833444,2020-07-31,https://www.sec.gov/Archives/edgar/data/833444/0000833444-20-000036-index.htm
34991,"Johnson Financial Group, Inc.",13F-HR,1477024,2020-08-11,https://www.sec.gov/Archives/edgar/data/1477024/0000892712-20-000283-index.htm
34992,"Johnson Financial Group, LLC",13F-HR,1706327,2020-08-13,https://www.sec.gov/Archives/edgar/data/1706327/0001606587-20-000956-index.htm
34993,"Jones Lang LaSalle Income Property Trust, Inc.",10-Q,1314152,2020-08-10,https://www.sec.gov/Archives/edgar/data/1314152/0001314152-20-000074-index.htm
34994,Jordan Park Group LLC,13F-HR,1707975,2020-07-31,https://www.sec.gov/Archives/edgar/data/1707975/0001172661-20-001568-index.htm
34995,"Joseph P. Lucia & Associates, LLC",13F-HR,1775391,2020-07-10,https://www.sec.gov/Archives/edgar/data/1775391/0001606587-20-000717-index.htm
34996,"Jounce Therapeutics, Inc.",10-Q,1640455,2020-08-07,https://www.sec.gov/Archives/edgar/data/1640455/0001640455-20-000103-index.htm
34997,Joway Health Industries Group Inc,10-Q,1263364,2020-08-14,https://www.sec.gov/Archives/edgar/data/1263364/0001213900-20-022219-index.htm
34998,"Jubilant Flame International, Ltd",10-Q,1517389,2020-07-10,https://www.sec.gov/Archives/edgar/data/1517389/0001477932-20-003858-index.htm
34999,"Juniper Hill Capital Management, LP",13F-HR,1803460,2020-08-14,https://www.sec.gov/Archives/edgar/data/1803460/0001172661-20-001745-index.htm
35000,"Juniper Industrial Holdings, Inc.",10-Q,1787791,2020-08-12,https://www.sec.gov/Archives/edgar/data/1787791/0001193125-20-217668-index.htm
35001,"Juniper Investment Company, LLC",13F-HR,1794034,2020-08-14,https://www.sec.gov/Archives/edgar/data/1794034/0001794034-20-000003-index.htm
35002,Junto Capital Management LP,13F-HR,1595880,2020-08-14,https://www.sec.gov/Archives/edgar/data/1595880/0001595880-20-000003-index.htm
35003,JustInvest LLC,13F-HR,1767306,2020-07-27,https://www.sec.gov/Archives/edgar/data/1767306/0001420506-20-000759-index.htm
35004,K.J. Harrison & Partners Inc,13F-HR,1418359,2020-08-03,https://www.sec.gov/Archives/edgar/data/1418359/0001085146-20-001970-index.htm
35005,K12 INC,10-K,1157408,2020-08-12,https://www.sec.gov/Archives/edgar/data/1157408/0001558370-20-010355-index.htm
35006,"K2 PRINCIPAL FUND, L.P.",13F-HR,1461790,2020-08-13,https://www.sec.gov/Archives/edgar/data/1461790/0001461790-20-000016-index.htm
35007,KAANAPALI LAND LLC,10-Q,1230058,2020-08-13,https://www.sec.gov/Archives/edgar/data/1230058/0000892626-20-000040-index.htm
35008,KADANT INC,10-Q,886346,2020-08-05,https://www.sec.gov/Archives/edgar/data/886346/0000886346-20-000107-index.htm
35009,KADENSA CAPITAL Ltd,13F-HR,1720980,2020-07-30,https://www.sec.gov/Archives/edgar/data/1720980/0001567619-20-013895-index.htm
35010,KAHN BROTHERS GROUP INC /DE/,13F-HR,1039565,2020-08-03,https://www.sec.gov/Archives/edgar/data/1039565/0001039565-20-000009-index.htm
35011,KAISER ALUMINUM CORP,10-Q,811596,2020-07-28,https://www.sec.gov/Archives/edgar/data/811596/0001564590-20-033683-index.htm
35012,KALMIN CORP.,10-Q,1685570,2020-07-14,https://www.sec.gov/Archives/edgar/data/1685570/0001640334-20-001773-index.htm
35013,KAMAN Corp,10-Q,54381,2020-08-10,https://www.sec.gov/Archives/edgar/data/54381/0000054381-20-000064-index.htm
35014,KANAWHA CAPITAL MANAGEMENT LLC,13F-HR,1164478,2020-08-04,https://www.sec.gov/Archives/edgar/data/1164478/0001164478-20-000004-index.htm
35015,KANSAS CITY SOUTHERN,10-Q,54480,2020-07-17,https://www.sec.gov/Archives/edgar/data/54480/0000054480-20-000181-index.htm
35016,"KAR Auction Services, Inc.",10-Q,1395942,2020-08-05,https://www.sec.gov/Archives/edgar/data/1395942/0001395942-20-000096-index.htm
35017,"KARPAS STRATEGIES, LLC",13F-HR,1127544,2020-08-04,https://www.sec.gov/Archives/edgar/data/1127544/0001127544-20-000007-index.htm
35018,KAYNE ANDERSON CAPITAL ADVISORS LP,13F-HR,949615,2020-08-06,https://www.sec.gov/Archives/edgar/data/949615/0001567619-20-014354-index.htm
35019,KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,13F-HR,1021223,2020-08-14,https://www.sec.gov/Archives/edgar/data/1021223/0001567619-20-015383-index.htm
35020,KAYS FINANCIAL ADVISORY CORP /ADV,13F-HR,766018,2020-08-14,https://www.sec.gov/Archives/edgar/data/766018/0001172661-20-001782-index.htm
35021,KB HOME,10-Q,795266,2020-07-09,https://www.sec.gov/Archives/edgar/data/795266/0000795266-20-000067-index.htm
35022,KBC Group NV,13F-HR,1411133,2020-08-10,https://www.sec.gov/Archives/edgar/data/1411133/0000950123-20-008014-index.htm
35023,KBC Participations Renta C,13F-HR,1698351,2020-08-10,https://www.sec.gov/Archives/edgar/data/1698351/0000950123-20-008027-index.htm
35024,KBL MERGER CORP. IV,NT 10-Q,1690080,2020-08-14,https://www.sec.gov/Archives/edgar/data/1690080/0001213900-20-022080-index.htm
35025,"KBR, INC.",10-Q,1357615,2020-08-06,https://www.sec.gov/Archives/edgar/data/1357615/0001357615-20-000165-index.htm
35026,"KBS Growth & Income REIT, Inc.",10-Q,1631256,2020-08-11,https://www.sec.gov/Archives/edgar/data/1631256/0001631256-20-000046-index.htm
35027,"KBS Real Estate Investment Trust II, Inc.",10-Q,1411059,2020-08-12,https://www.sec.gov/Archives/edgar/data/1411059/0001411059-20-000055-index.htm
35028,"KBS Real Estate Investment Trust III, Inc.",10-Q,1482430,2020-08-12,https://www.sec.gov/Archives/edgar/data/1482430/0001482430-20-000043-index.htm
35029,"KCL Capital, L.P.",13F-HR,1722967,2020-08-14,https://www.sec.gov/Archives/edgar/data/1722967/0000905718-20-000864-index.htm
35030,KCM INVESTMENT ADVISORS LLC,13F-HR,1109228,2020-08-14,https://www.sec.gov/Archives/edgar/data/1109228/0001109228-20-000006-index.htm
35031,KCS Wealth Advisory,13F-HR,1697719,2020-07-16,https://www.sec.gov/Archives/edgar/data/1697719/0001085146-20-001808-index.htm
35032,KDI CAPITAL PARTNERS LLC,13F-HR,1052174,2020-08-12,https://www.sec.gov/Archives/edgar/data/1052174/0001052174-20-000007-index.htm
35033,KEATING INVESTMENT COUNSELORS INC,13F-HR,1020580,2020-07-22,https://www.sec.gov/Archives/edgar/data/1020580/0001020580-20-000003-index.htm
35034,KELLOGG CO,10-Q,55067,2020-07-31,https://www.sec.gov/Archives/edgar/data/55067/0001628280-20-011358-index.htm
35035,KELLOGG W K FOUNDATION TRUST,13F-HR,1197921,2020-08-12,https://www.sec.gov/Archives/edgar/data/1197921/0000950123-20-008342-index.htm
35036,KELLY LAWRENCE W & ASSOCIATES INC/CA,13F-HR,920441,2020-08-14,https://www.sec.gov/Archives/edgar/data/920441/0000920441-20-000003-index.htm
35037,KELLY SERVICES INC,10-Q,55135,2020-08-06,https://www.sec.gov/Archives/edgar/data/55135/0000055135-20-000021-index.htm
35038,KEMET CORP,10-K/A,887730,2020-07-29,https://www.sec.gov/Archives/edgar/data/887730/0000887730-20-000042-index.htm
35039,KEMPEN CAPITAL MANAGEMENT N.V.,13F-HR,1367401,2020-08-14,https://www.sec.gov/Archives/edgar/data/1367401/0001367401-20-000005-index.htm
35040,KEMPER Corp,10-Q,860748,2020-08-03,https://www.sec.gov/Archives/edgar/data/860748/0000860748-20-000126-index.htm
35041,KEMPER Corp,13F-HR,860748,2020-08-14,https://www.sec.gov/Archives/edgar/data/860748/0000860748-20-000134-index.htm
35042,"KEMPHARM, INC",10-Q,1434647,2020-08-12,https://www.sec.gov/Archives/edgar/data/1434647/0001437749-20-017682-index.htm
35043,KEMPNER CAPITAL MANAGEMENT INC.,13F-HR,898399,2020-07-15,https://www.sec.gov/Archives/edgar/data/898399/0001683168-20-002280-index.htm
35044,"KENNEDY CAPITAL MANAGEMENT, INC.",13F-HR,884589,2020-08-14,https://www.sec.gov/Archives/edgar/data/884589/0000884589-20-000027-index.htm
35045,KENSICO CAPITAL MANAGEMENT CORP,13F-HR,1113000,2020-08-14,https://www.sec.gov/Archives/edgar/data/1113000/0000950123-20-009060-index.htm
35046,KENTUCKY BANCSHARES INC /KY/,10-Q,1000232,2020-08-10,https://www.sec.gov/Archives/edgar/data/1000232/0001558370-20-010093-index.htm
35047,KENTUCKY UTILITIES CO,10-Q,55387,2020-08-10,https://www.sec.gov/Archives/edgar/data/55387/0000922224-20-000046-index.htm
35048,KESTREL INVESTMENT MANAGEMENT CORP,13F-HR,917579,2020-08-13,https://www.sec.gov/Archives/edgar/data/917579/0000917579-20-000003-index.htm
35049,"KETTLE HILL CAPITAL MANAGEMENT, LLC",13F-HR,1387369,2020-08-14,https://www.sec.gov/Archives/edgar/data/1387369/0000919574-20-005222-index.htm
35050,KEWAUNEE SCIENTIFIC CORP /DE/,10-K,55529,2020-07-27,https://www.sec.gov/Archives/edgar/data/55529/0000055529-20-000010-index.htm
35051,KEWAUNEE SCIENTIFIC CORP /DE/,DEF 14A,55529,2020-07-29,https://www.sec.gov/Archives/edgar/data/55529/0001193125-20-201715-index.htm
35052,KEY ENERGY SERVICES INC,10-Q,318996,2020-08-14,https://www.sec.gov/Archives/edgar/data/318996/0000318996-20-000023-index.htm
35053,"KEY GROUP HOLDINGS (CAYMAN), LTD.",13F-HR,1549641,2020-08-14,https://www.sec.gov/Archives/edgar/data/1549641/0001085146-20-002270-index.htm
35054,KEYBANK NATIONAL ASSOCIATION/OH,13F-HR,1089877,2020-08-10,https://www.sec.gov/Archives/edgar/data/1089877/0001089877-20-000016-index.htm
35055,KEYCORP /NEW/,10-Q,91576,2020-08-03,https://www.sec.gov/Archives/edgar/data/91576/0000091576-20-000045-index.htm
35056,"KEYSTONE GROUP, L.P.",13F-HR,806250,2020-08-13,https://www.sec.gov/Archives/edgar/data/806250/0000897423-20-000090-index.htm
35057,KEYWISE CAPITAL MANAGEMENT (HK) Ltd,13F-HR,1474069,2020-07-29,https://www.sec.gov/Archives/edgar/data/1474069/0001172661-20-001562-index.htm
35058,"KFA Private Wealth Group, LLC",13F-HR,1800556,2020-07-28,https://www.sec.gov/Archives/edgar/data/1800556/0001085146-20-001906-index.htm
35059,KFORCE INC,10-Q,930420,2020-08-10,https://www.sec.gov/Archives/edgar/data/930420/0000930420-20-000156-index.htm
35060,"KG FUNDS MANAGEMENT, LLC",13F-HR,1657043,2020-08-14,https://www.sec.gov/Archives/edgar/data/1657043/0001657043-20-000003-index.htm
35061,"KG&L Capital Management,LLC",13F-HR,1771687,2020-07-09,https://www.sec.gov/Archives/edgar/data/1771687/0001085146-20-001710-index.htm
35062,KIDOZ INC.,10-Q,1318482,2020-08-13,https://www.sec.gov/Archives/edgar/data/1318482/0001318482-20-000008-index.htm
35063,KIEWIT ROYALTY TRUST,10-Q,711477,2020-08-12,https://www.sec.gov/Archives/edgar/data/711477/0001104659-20-093592-index.htm
35064,"KILEY JUERGENS WEALTH MANAGEMENT, LLC",13F-HR,1723223,2020-07-14,https://www.sec.gov/Archives/edgar/data/1723223/0001606587-20-000727-index.htm
35065,KILROY REALTY CORP,10-Q,1025996,2020-07-30,https://www.sec.gov/Archives/edgar/data/1025996/0001025996-20-000137-index.htm
35066,KIMBERLY CLARK CORP,10-Q,55785,2020-07-23,https://www.sec.gov/Archives/edgar/data/55785/0000055785-20-000053-index.htm
35067,KIMCO REALTY CORP,10-Q,879101,2020-08-07,https://www.sec.gov/Archives/edgar/data/879101/0001437749-20-017012-index.htm
35068,"KINDER MORGAN, INC.",10-Q,1506307,2020-07-27,https://www.sec.gov/Archives/edgar/data/1506307/0001506307-20-000067-index.htm
35069,KING LUTHER CAPITAL MANAGEMENT CORP,13F-HR,310051,2020-08-12,https://www.sec.gov/Archives/edgar/data/310051/0000950123-20-008354-index.htm
35070,"KING STREET CAPITAL MANAGEMENT, L.P.",13F-HR,1218199,2020-08-13,https://www.sec.gov/Archives/edgar/data/1218199/0000950142-20-002012-index.htm
35071,"KINGDON CAPITAL MANAGEMENT, L.L.C.",13F-HR,1000097,2020-08-14,https://www.sec.gov/Archives/edgar/data/1000097/0001000097-20-000006-index.htm
35072,KINGS POINT CAPITAL MANAGEMENT,13F-HR,1388736,2020-08-13,https://www.sec.gov/Archives/edgar/data/1388736/0001388736-20-000004-index.htm
35073,"KINGSTONE COMPANIES, INC.",10-Q,33992,2020-08-11,https://www.sec.gov/Archives/edgar/data/33992/0001654954-20-008841-index.htm
35074,"KINGSTONE COMPANIES, INC.",NT 10-Q,33992,2020-08-11,https://www.sec.gov/Archives/edgar/data/33992/0001021771-20-000070-index.htm
35075,KINGSWAY FINANCIAL SERVICES INC,10-K,1072627,2020-07-10,https://www.sec.gov/Archives/edgar/data/1072627/0001072627-20-000075-index.htm
35076,KINGSWAY FINANCIAL SERVICES INC,10-Q,1072627,2020-07-17,https://www.sec.gov/Archives/edgar/data/1072627/0001072627-20-000081-index.htm
